"id","type","modified","language","license","rightsHolder","accessRights","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","occurrenceRemarks","recordNumber","recordedBy","sex","reproductiveCondition","occurrenceStatus","preparations","disposition","otherCatalogNumbers","associatedMedia","samplingProtocol","eventDate","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","fieldNumber","higherGeography","continent","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","minimumElevationInMeters","maximumElevationInMeters","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","identifiedBy","dateIdentified","identificationReferences","identificationRemarks","identificationQualifier","typeStatus","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship"
"b5cdd161-e6fe-461c-b794-64ad6129b911","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-03 11:50:03.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/b5cdd161-e6fe-461c-b794-64ad6129b911","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 4, huh_project_name: Metropolitan Park Flora}","b5cdd161-e6fe-461c-b794-64ad6129b911","barcode-00387883","","","W. P. Rich","","Fruit","present","Sheet","in collection","","[see Simple Media extension]","","1894-09-06","","","1894","9","6","","","","North America;United States of America;Massachusetts;Suffolk County;","North America","","","United States of America","US","Massachusetts","Suffolk County","Boston","Stony Brook Reservation. Border of Muddy [Turtle] Pond [West Roxbury]","Stony Brook Reservation. Border of Muddy [Turtle] Pond [West Roxbury]","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"98eb4527-5e64-46b8-8157-7c1037429cbf","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-03 11:50:56.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/98eb4527-5e64-46b8-8157-7c1037429cbf","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 4, huh_project_name: Metropolitan Park Flora}","98eb4527-5e64-46b8-8157-7c1037429cbf","barcode-00387884","","","H. A. Horton","","Flower","present","Sheet","in collection","","[see Simple Media extension]","","1894-07-09","","","1894","7","9","","","","North America;United States of America;Massachusetts;Suffolk County;","North America","","","United States of America","US","Massachusetts","Suffolk County","Boston","Stony Brook Reservn. [Hyde Park/West Roxbury]","Stony Brook Reservn. [Hyde Park/West Roxbury]","","","","","","","","","[annotation on sheet]","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"7d55877b-d5af-4764-8113-58f30d51a61e","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-03 11:59:39.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/7d55877b-d5af-4764-8113-58f30d51a61e","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 4, huh_project_name: Metropolitan Park Flora}","7d55877b-d5af-4764-8113-58f30d51a61e","barcode-00387885","","","C. G. French","","Fruit","present","Sheet","in collection","","[see Simple Media extension]","","1894-08-18","","","1894","8","18","","","","North America;United States of America;Massachusetts;Suffolk County;","North America","","","United States of America","US","Massachusetts","Suffolk County","Boston","Stony Brook Reservn. [Hyde Park/West Roxbury]","Stony Brook Reservn. [Hyde Park/West Roxbury]","","","","","","","","","","2013","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"cfd2f0b8-fbf0-4d95-b45c-ee130d524980","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-03 12:00:35.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/cfd2f0b8-fbf0-4d95-b45c-ee130d524980","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 4, huh_project_name: Metropolitan Park Flora}","cfd2f0b8-fbf0-4d95-b45c-ee130d524980","barcode-00387886","","","W. H. Manning","","Flower","present","Sheet","in collection","","[see Simple Media extension]","","1895-06-17","","","1895","6","17","","Bog","","North America;United States of America;Massachusetts;Suffolk County;","North America","","","United States of America","US","Massachusetts","Suffolk County","Boston","Stony Brook Reservn. [Hyde Park/West Roxbury]","Stony Brook Reservn. [Hyde Park/West Roxbury]","","","","","","","","","","2013","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"17219231-3f96-4f46-87ca-f366ef6ff4b5","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-04 09:29:18.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/17219231-3f96-4f46-87ca-f366ef6ff4b5","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: null, huh_project_name: null}","17219231-3f96-4f46-87ca-f366ef6ff4b5","barcode-00387899","","","M. B. Simmons","","Flower","present","Sheet","in collection","","[see Simple Media extension]","","","","","","","","June 14","Hot open ground, damp","","North America;United States of America;Massachusetts;Norfolk County;","North America","","","United States of America","US","Massachusetts","Norfolk County","Wellesley","","","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"36daad71-524c-4e30-b4cc-5f18e366122f","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-04 09:31:19.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/36daad71-524c-4e30-b4cc-5f18e366122f","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 4, huh_project_name: Metropolitan Park Flora}","36daad71-524c-4e30-b4cc-5f18e366122f","barcode-00387900","","","W. H. Manning","","Fruit","present","Sheet","in collection","","[see Simple Media extension]","","1894-08-15","","","1894","8","15","","","","North America;United States of America;Massachusetts;Norfolk County;","North America","","","United States of America","US","Massachusetts","Norfolk County","Quincy","E. of Great Dome, Blue Hills [Reservation]","E. of Great Dome, Blue Hills [Reservation]","","","","","","","","","[annotation on sheet]","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"9631218c-bb8f-4c80-b526-add8671ac7c1","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-04 09:33:57.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/9631218c-bb8f-4c80-b526-add8671ac7c1","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 4, huh_project_name: Metropolitan Park Flora}","9631218c-bb8f-4c80-b526-add8671ac7c1","barcode-00387901","","","E. F. Williams","","Flower","present","Sheet","in collection","","[see Simple Media extension]","","1895-06-30","","","1895","6","30","","woods","","North America;United States of America;Massachusetts;Norfolk County;","North America","","","United States of America","US","Massachusetts","Norfolk County","Milton","Blue Hills Reservation, near Randolph Ave.","Blue Hills Reservation, near Randolph Ave.","","","","","","","","","","","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"d229a072-c6d2-4cb3-9a79-a42acc7e8cd9","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-04 09:37:04.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/d229a072-c6d2-4cb3-9a79-a42acc7e8cd9","urn:lsid:biocol.org:col:15631","urn:lsid:biocol.org:col:15631","","GH","GH","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: 4, huh_project_name: Metropolitan Park Flora}","d229a072-c6d2-4cb3-9a79-a42acc7e8cd9","barcode-00387902","","","J. R. Churchill","","Fruit","present","Sheet","in collection","","[see Simple Media extension]","","1895-09-01","","","1895","9","1","","","","North America;United States of America;Massachusetts;Norfolk County;","North America","","","United States of America","US","Massachusetts","Norfolk County","Milton","[Blue Hills] Reservation","[Blue Hills] Reservation","","","","","","","","","(FLAS)","1987","","","","","Rhododendron viscosum (Linnaeus) Torrey","Ericaceae","Rhododendron","viscosum","","(Linnaeus) Torrey"
"8ae14a0a-c800-436e-8b52-be443d4eb2e8","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-08 09:39:23.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/8ae14a0a-c800-436e-8b52-be443d4eb2e8","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: null, huh_project_name: null}","8ae14a0a-c800-436e-8b52-be443d4eb2e8","barcode-00387945","","","C. A. Cheever","","Flower","present","Sheet","in collection","","[see Simple Media extension]","","1902-05-09","","","1902","5","9","","Open field","","North America;United States of America;Massachusetts;Middlesex County;","North America","","","United States of America","US","Massachusetts","Middlesex County","Stoneham","near Bear Hill [possibly in Middlesex Fells Reservation]","near Bear Hill [possibly in Middlesex Fells Reservation]","","","","","","","","","","1988","","","","","Rhododendron canadense (Linnaeus) Torrey","Ericaceae","Rhododendron","canadense","","(Linnaeus) Torrey"
"e12cc6eb-763c-4eb1-946e-d9d81143915b","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-08 10:10:56.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/e12cc6eb-763c-4eb1-946e-d9d81143915b","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: null, huh_project_name: null}","e12cc6eb-763c-4eb1-946e-d9d81143915b","barcode-00387946","","","F. F. Forbes","","Fruit","present","Sheet","in collection","","[see Simple Media extension]","","1912-06-26","","","1912","6","26","","Swamp","","North America;United States of America;Massachusetts;Norfolk County;","North America","","","United States of America","US","Massachusetts","Norfolk County","Needham","Powell's Island. Br. W.W. land [Brookline Water Works land]","Powell's Island. Br. W.W. land [Brookline Water Works land]","","","","","","","","","","1988","","","","","Rhododendron canadense (Linnaeus) Torrey","Ericaceae","Rhododendron","canadense","","(Linnaeus) Torrey"
"6571d258-f446-45ee-9655-f4665eebcbfe","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-08 10:14:13.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/6571d258-f446-45ee-9655-f4665eebcbfe","urn:lsid:biocol.org:col:15868","urn:lsid:biocol.org:col:15868","","NEBC","NEBC","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: null, huh_project_name: null}","6571d258-f446-45ee-9655-f4665eebcbfe","barcode-00387947","","985","F. G. Floyd","","Flower","present","Sheet","in collection","","[see Simple Media extension]","","1902-05-17","","","1902","5","17","","","985","North America;United States of America;Massachusetts;Suffolk County;","North America","","","United States of America","US","Massachusetts","Suffolk County","Boston","S.B.R. [Stony Brook Reservation] West Roxbury","S.B.R. [Stony Brook Reservation] West Roxbury","","","","","","","","","","1988","","","","","Rhododendron canadense (Linnaeus) Torrey","Ericaceae","Rhododendron","canadense","","(Linnaeus) Torrey"
"4a07f758-52d7-4b34-84bc-4cd06d600823","http://purl.org/dc/dcmitype/PhysicalObject","2013-04-08 10:16:43.0","en","https://huh.harvard.edu/pages/use","President and Fellows of Harvard College","https://huh.harvard.edu/access-digital-reproductions-works-public-domain","http://data.huh.harvard.edu/4a07f758-52d7-4b34-84bc-4cd06d600823","urn:lsid:biocol.org:col:15631","urn:lsid:biocol.org:col:15631","","GH","GH","Harvard University Herbaria: Vascular Plants of North America","PreservedSpecimen","","","{huh_taxonomic_group: Vascular, huh_project_id: null, huh_project_name: null}","4a07f758-52d7-4b34-84bc-4cd06d600823","barcode-00387948","","","G. G. Kennedy","","FlowerAndFruit","present","Sheet","in collection","","[see Simple Media extension]","","1899-05-19","","","1899","5","19","","","","North America;United States of America;Massachusetts;Norfolk County;","North America","","","United States of America","US","Massachusetts","Norfolk County","Canton","The Moors. Ponkapog [Blue Hills Reservation]","The Moors. Ponkapog [Blue Hills Reservation]","","","","","","","","","","1988","","","","","Rhododendron canadense (Linnaeus) Torrey","Ericaceae","Rhododendron","canadense","","(Linnaeus) Torrey"
