"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
601,"Chill",-213,-0.0365960047660958,1.45709812130817,-3.13223140495868,4.97964677899711
602,"Chill",-212,-0.0304190143077035,1.26349617567393,-3.59917355371901,5.42293180220163
603,"Chill",-211,-0.0265338022684082,1.18939301480326,-4.24380165289256,5.86227160746579
604,"Chill",-210,-0.0235272967232665,1.07649062569733,-4.60330578512397,6.14625771073194
605,"Chill",-209,-0.0240392647664274,1.09714277435399,-5.01239669421488,5.74837709433129
606,"Chill",-208,-0.024725237268575,1.15768464476761,-5.49586776859504,5.69842861279726
607,"Chill",-207,-0.0227486272021316,1.11863209251677,-5.96280991735537,6.09239527939715
608,"Chill",-206,-0.0181189973852977,1.02855307780433,-6.26446280991736,6.69947630190298
609,"Chill",-205,-0.0136199164233757,0.974903846501972,-7.02066115702479,7.35376340477265
610,"Chill",-204,-0.011889834616635,0.988195143619267,-7.87190082644628,7.95142323613139
611,"Chill",-203,-0.0136100729363517,1.08494344602371,-8.8801652892562,8.03615982689094
612,"Chill",-202,-0.0153571556967755,1.11370534668287,-9.97933884297521,8.01224176067817
613,"Chill",-201,-0.0139567924789191,1.07579349959657,-10.9793388429752,7.6779808499619
614,"Chill",-200,-0.0107002777439918,0.983737681841662,-11.6239669421488,7.56563814499125
615,"Chill",-199,-0.00811432844253442,0.944130774734054,-12.400826446281,7.26763509746067
616,"Chill",-198,-0.00581631984898488,0.935148106421333,-12.9256198347107,6.98487955868147
617,"Chill",-197,-0.00558925137501371,0.960827748082853,-13.2685950413223,6.48206217013232
618,"Chill",-196,-0.0035344489804457,0.99314644635387,-13.2685950413223,5.78986199129884
619,"Chill",-195,-0.00272130018658492,1.00441281323125,-13.7933884297521,4.99608787598988
620,"Chill",-194,-0.00206629854112285,0.941838475954428,-14.0909090909091,4.24039994995014
621,"Chill",-193,0.00302686816976866,0.761448211723861,-14.5082644628099,3.7391616476421
622,"Chill",-192,0.0102901658274662,0.648662262947196,-14.9710743801653,3.39453089099914
623,"Chill",-191,0.0098800909371266,0.687766660279041,-15.2727272727273,3.22503123183032
624,"Chill",-190,0.00587482266061704,0.687860311087529,-15.5206611570248,3.39891594509237
625,"Chill",-189,0.00652263444662741,0.653605953196689,-15.702479338843,3.68065995454303
626,"Chill",-188,0.0102882577645193,0.660739274584629,-15.3677685950413,4.29642627514905
627,"Chill",-187,0.00707756431841507,0.692800222988612,-15.1487603305785,4.5923530991451
628,"Chill",-186,0.00615843088031063,0.726649582959533,-15.2190082644628,4.61334831979546
629,"Chill",-185,0.00448809219386761,0.707736458056416,-15.4917355371901,4.44171706531997
630,"Chill",-184,-3.22341529590282e-05,0.761760999655104,-15.5371900826446,4.46463690794219
701,"Chill",-183,-0.000457289164366759,0.84935302672009,-15.6074380165289,4.3833962043143
702,"Chill",-182,-0.00441396271438331,0.968287736651203,-15.698347107438,4.26441516085879
703,"Chill",-181,-0.00945094499509922,1.09085078691895,-15.5537190082645,4.37332344177413
704,"Chill",-180,-0.00723877385375282,1.01902709710903,-15.5909090909091,4.20728412035858
705,"Chill",-179,-0.00329480790194551,0.917350490451473,-15.5454545454545,4.13721270006992
706,"Chill",-178,-0.0039090355702393,0.91015291919902,-15.3347107438017,3.86600316422726
707,"Chill",-177,-0.0120751492748467,1.04100520960367,-15.4669421487603,3.4012085181479
708,"Chill",-176,-0.0140014087086194,1.04662940026167,-15.8181818181818,3.03954650814996
709,"Chill",-175,-0.00608022153851836,0.809620634127315,-15.7685950413223,2.93683183330779
710,"Chill",-174,-0.00303326978991377,0.68119050523217,-16.0165289256198,2.90974940894228
711,"Chill",-173,-0.00117688612116075,0.556255235001236,-16.1694214876033,2.82302303450456
712,"Chill",-172,-0.00212395105779003,0.483030479614591,-16.4586776859504,2.68570246789468
713,"Chill",-171,0.00141935786422786,0.386976756712435,-16.6818181818182,2.53504364479031
714,"Chill",-170,0.00128790419914905,0.36323829429288,-16.9256198347107,2.24098494498879
715,"Chill",-169,-0.00720842583269068,0.52056451785445,-16.8264462809917,1.95558304191082
716,"Chill",-168,-0.0148469562272556,0.685713437528856,-16.8140495867769,1.99363186019623
717,"Chill",-167,-0.0215701089739356,0.923955221726422,-17.0743801652893,2.31624453162398
718,"Chill",-166,-0.0246219455788082,1.06660279291418,-17.4173553719008,2.73164938079437
719,"Chill",-165,-0.0264748844154462,1.22887562940376,-17.2272727272727,3.06230076093339
720,"Chill",-164,-0.0358944160505218,1.64036442627571,-17.3347107438017,3.24064277417029
721,"Chill",-163,-0.0374109349287745,1.72908477212501,-17.3471074380165,3.55687395990378
722,"Chill",-162,-0.0333208012179593,1.65878882424213,-17.3181818181818,3.80549841437599
723,"Chill",-161,-0.0321004451968966,1.62791503917384,-16.9917355371901,3.7414264627222
724,"Chill",-160,-0.0332582761318722,1.66195872778259,-16.7314049586777,3.61027313734306
725,"Chill",-159,-0.0325014290037332,1.64323150796575,-16.5247933884298,3.54629148841595
726,"Chill",-158,-0.0298485101649014,1.57156847516917,-16.5371900826446,3.44141152701504
727,"Chill",-157,-0.0259062054392106,1.47963322642854,-16.4132231404959,3.57143479660292
728,"Chill",-156,-0.0216526549863808,1.37929935433555,-16.5743801652893,3.47031524559826
729,"Chill",-155,-0.0186699875875833,1.31255590772583,-16.7685950413223,3.1586464399854
730,"Chill",-154,-0.0166929288602821,1.229938394332,-17.2314049586777,2.64641145966083
731,"Chill",-153,-0.0152964266296402,1.1812226441491,-17.3429752066116,2.47861628589668
801,"Chill",-152,-0.0154435553708914,1.17834104726717,-16.9338842975207,2.322666218408
802,"Chill",-151,-0.0210173342009351,1.25961095353718,-16.7314049586777,2.12146200810684
803,"Chill",-150,-0.0245674264846734,1.37000785060239,-16.8181818181818,2.23199869664348
804,"Chill",-149,-0.0231604144669434,1.30991116917174,-16.9669421487603,2.38062868537722
805,"Chill",-148,-0.0149377412598033,1.01188537257667,-17.0702479338843,2.4044864777407
806,"Chill",-147,-0.00569832691224851,0.632549310128959,-17.1694214876033,2.48973851966799
807,"Chill",-146,-0.00406233797228916,0.447160286415073,-17.2520661157025,2.74497012857368
808,"Chill",-145,-0.0048863357696246,0.50039327991176,-16.8925619834711,2.80010867021063
809,"Chill",-144,-0.00747714536443177,0.662318268595061,-16.4421487603306,2.68413543255282
810,"Chill",-143,-0.0149345564567569,0.897758301257348,-15.9256198347107,2.82610855359879
811,"Chill",-142,-0.0137236087565564,0.723968533217728,-15.6446280991736,2.9286853015974
812,"Chill",-141,-0.0157449721878364,0.813123401061312,-16.0578512396694,2.87135258456944
813,"Chill",-140,-0.0218995943878887,1.05963155040206,-16.3264462809917,2.78178982322282
814,"Chill",-139,-0.0291384708876198,1.3500420887815,-16.2727272727273,2.71778653252304
815,"Chill",-138,-0.0326913839685418,1.55279492196946,-15.7644628099174,3.064918681044
816,"Chill",-137,-0.0366871181268171,1.73078104118522,-15.2355371900826,3.60324797133088
817,"Chill",-136,-0.0436134756005815,1.95647953052596,-14.6652892561983,4.02760478454949
818,"Chill",-135,-0.0475360146418612,2.04973732946701,-14.2438016528926,4.17728374354432
819,"Chill",-134,-0.048947989110259,2.02404360552059,-14.0867768595041,4.33296295783722
820,"Chill",-133,-0.0479148568296133,1.95355193331498,-13.9669421487603,4.42863946185456
821,"Chill",-132,-0.0478227530847919,1.97089497501842,-13.995867768595,4.26078866644488
822,"Chill",-131,-0.0473662331233125,2.01579618230215,-14.2272727272727,4.23786551606247
823,"Chill",-130,-0.0442350716488006,1.91723782111511,-14.1446280991736,4.22398788218556
824,"Chill",-129,-0.038859963555208,1.70241521754713,-13.9297520661157,4.24903312464908
