"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
601,"Chill",-213,-0.0215703658834793,0.513618255822157,-3.13223140495868,4.97964677899711
602,"Chill",-212,-0.00591804771940309,0.342451120292611,-3.59917355371901,5.42293180220163
603,"Chill",-211,-0.00141785546073235,0.289649809537284,-4.24380165289256,5.86227160746579
604,"Chill",-210,-0.00121341572855361,0.290121551944892,-4.60330578512397,6.14625771073194
605,"Chill",-209,-0.00863449225583463,0.329885901306176,-5.01239669421488,5.74837709433129
606,"Chill",-208,-0.0116910699157419,0.456637472569975,-5.49586776859504,5.69842861279726
607,"Chill",-207,-0.0140606100498629,0.542167984961593,-5.96280991735537,6.09239527939715
608,"Chill",-206,-0.00730992561748113,0.566433133929823,-6.26446280991736,6.69947630190298
609,"Chill",-205,-0.00159641158459807,0.561506989179528,-7.02066115702479,7.35376340477265
610,"Chill",-204,0.00265530875983054,0.637488119937191,-7.87190082644628,7.95142323613139
611,"Chill",-203,-0.00105206155704918,0.671147763667007,-8.8801652892562,8.03615982689094
612,"Chill",-202,-0.00825076332395569,0.670700609191562,-9.97933884297521,8.01224176067817
613,"Chill",-201,-0.0103339817841008,0.649798709953667,-10.9793388429752,7.6779808499619
614,"Chill",-200,-0.00931378519797033,0.615320747537958,-11.6239669421488,7.56563814499125
615,"Chill",-199,-0.00755191051049167,0.575338816165089,-12.400826446281,7.26763509746067
616,"Chill",-198,-0.000733369413361457,0.613862830989085,-12.9256198347107,6.98487955868147
617,"Chill",-197,0.00458871274344072,0.657128719765217,-13.2685950413223,6.48206217013232
618,"Chill",-196,0.0106823433956724,0.722358909591541,-13.2685950413223,5.78986199129884
619,"Chill",-195,0.010410037286718,0.694396763199408,-13.7933884297521,4.99608787598988
620,"Chill",-194,0.0106897116604538,0.743043983864101,-14.0909090909091,4.24039994995014
621,"Chill",-193,0.0174530370908202,0.782082022059593,-14.5082644628099,3.7391616476421
622,"Chill",-192,0.030323578527904,0.944637736754181,-14.9710743801653,3.39453089099914
623,"Chill",-191,0.0355319515363952,1.03344748110768,-15.2727272727273,3.22503123183032
624,"Chill",-190,0.0322248807407978,1.0164346858283,-15.5206611570248,3.39891594509237
625,"Chill",-189,0.0365377573481112,1.13475067027866,-15.702479338843,3.68065995454303
626,"Chill",-188,0.0408190724454618,1.23104060889186,-15.3677685950413,4.29642627514905
627,"Chill",-187,0.0412538368216589,1.23748530335391,-15.1487603305785,4.5923530991451
628,"Chill",-186,0.0406173415055648,1.19469038189256,-15.2190082644628,4.61334831979546
629,"Chill",-185,0.0394589681020979,1.15690033981186,-15.4917355371901,4.44171706531997
630,"Chill",-184,0.0332117226240959,1.00626769276388,-15.5371900826446,4.46463690794219
701,"Chill",-183,0.0319657740344942,0.890938265694196,-15.6074380165289,4.3833962043143
702,"Chill",-182,0.0290988298516472,0.791962848544251,-15.698347107438,4.26441516085879
703,"Chill",-181,0.0255672273523786,0.681318522257683,-15.5537190082645,4.37332344177413
704,"Chill",-180,0.0281049918569674,0.706504275314649,-15.5909090909091,4.20728412035858
705,"Chill",-179,0.0307037712629729,0.724615096771224,-15.5454545454545,4.13721270006992
706,"Chill",-178,0.0252660944902313,0.57591364899593,-15.3347107438017,3.86600316422726
707,"Chill",-177,0.0111162784351181,0.233545069529872,-15.4669421487603,3.4012085181479
708,"Chill",-176,0.00239240866249702,0.168267990460971,-15.8181818181818,3.03954650814996
709,"Chill",-175,0.00586022585481504,0.253734558034065,-15.7685950413223,2.93683183330779
710,"Chill",-174,0.00573726252787649,0.314083505514029,-16.0165289256198,2.90974940894228
711,"Chill",-173,0.00993131728840467,0.349792918570493,-16.1694214876033,2.82302303450456
712,"Chill",-172,0.0109561431715889,0.315004575962391,-16.4586776859504,2.68570246789468
713,"Chill",-171,0.0148203211795762,0.329677782748665,-16.6818181818182,2.53504364479031
714,"Chill",-170,0.0148739625367522,0.319999876922408,-16.9256198347107,2.24098494498879
715,"Chill",-169,0.00786762975512489,0.228529315554951,-16.8264462809917,1.95558304191082
716,"Chill",-168,-0.00546347820823266,0.327978042014117,-16.8140495867769,1.99363186019623
717,"Chill",-167,-0.00596602520335238,0.308284192395996,-17.0743801652893,2.31624453162398
718,"Chill",-166,-0.00431032083617355,0.228919998471985,-17.4173553719008,2.73164938079437
719,"Chill",-165,-0.00386131290078193,0.117262069245437,-17.2272727272727,3.06230076093339
720,"Chill",-164,-0.0155277475593195,0.32585169425271,-17.3347107438017,3.24064277417029
721,"Chill",-163,-0.022465082382693,0.471351081060055,-17.3471074380165,3.55687395990378
722,"Chill",-162,-0.0226570516979004,0.483172690227758,-17.3181818181818,3.80549841437599
723,"Chill",-161,-0.0178497963904089,0.384171135343245,-16.9917355371901,3.7414264627222
724,"Chill",-160,-0.0174680165977165,0.366890862932888,-16.7314049586777,3.61027313734306
725,"Chill",-159,-0.0166670297713035,0.349137107557732,-16.5247933884298,3.54629148841595
726,"Chill",-158,-0.0100734084421969,0.211112390721383,-16.5371900826446,3.44141152701504
727,"Chill",-157,0.000916573876720905,0.109924978585336,-16.4132231404959,3.57143479660292
728,"Chill",-156,0.0068749227910206,0.198102969529051,-16.5743801652893,3.47031524559826
729,"Chill",-155,0.00792046788116428,0.193985370120062,-16.7685950413223,3.1586464399854
730,"Chill",-154,0.0075613783999843,0.158394453282843,-17.2314049586777,2.64641145966083
731,"Chill",-153,0.0154632798627837,0.325084517916895,-17.3429752066116,2.47861628589668
801,"Chill",-152,0.0266741953075947,0.596910693169985,-16.9338842975207,2.322666218408
802,"Chill",-151,0.0236374288178709,0.588541104628868,-16.7314049586777,2.12146200810684
803,"Chill",-150,0.00597840595986205,0.458077164639001,-16.8181818181818,2.23199869664348
804,"Chill",-149,-0.00140190173273211,0.542263949252162,-16.9669421487603,2.38062868537722
805,"Chill",-148,0.00202593656392478,0.636812951308536,-17.0702479338843,2.4044864777407
806,"Chill",-147,0.0102281590795084,0.83549812525561,-17.1694214876033,2.48973851966799
807,"Chill",-146,0.00525423287023505,0.759926653617307,-17.2520661157025,2.74497012857368
808,"Chill",-145,0.00592082377126263,0.811363045742835,-16.8925619834711,2.80010867021063
809,"Chill",-144,0.00744370956958343,0.901500444127725,-16.4421487603306,2.68413543255282
810,"Chill",-143,0.00896877097659244,1.00235799275517,-15.9256198347107,2.82610855359879
811,"Chill",-142,0.00549736350018516,0.964669687843533,-15.6446280991736,2.9286853015974
812,"Chill",-141,0.00659713332881002,0.937545739217576,-16.0578512396694,2.87135258456944
813,"Chill",-140,0.00264299267657546,0.737467020488121,-16.3264462809917,2.78178982322282
814,"Chill",-139,-0.011139326569719,0.563405749326182,-16.2727272727273,2.71778653252304
815,"Chill",-138,-0.0165866978273939,0.560588482449206,-15.7644628099174,3.064918681044
816,"Chill",-137,-0.0183696815992866,0.581833068215667,-15.2355371900826,3.60324797133088
817,"Chill",-136,-0.0289120770880016,0.680171297483277,-14.6652892561983,4.02760478454949
818,"Chill",-135,-0.0361032463545841,0.806015049738564,-14.2438016528926,4.17728374354432
819,"Chill",-134,-0.0370127200692,0.837694834545893,-14.0867768595041,4.33296295783722
820,"Chill",-133,-0.0345136761782347,0.814309726667921,-13.9669421487603,4.42863946185456
821,"Chill",-132,-0.0339632995674398,0.820701228912747,-13.995867768595,4.26078866644488
822,"Chill",-131,-0.0316661436098563,0.818204582462996,-14.2272727272727,4.23786551606247
823,"Chill",-130,-0.0354313572354866,0.894227128366033,-14.1446280991736,4.22398788218556
824,"Chill",-129,-0.0333340483637555,0.906731399645124,-13.9297520661157,4.24903312464908
825,"Chill",-128,-0.0290599952764402,0.892497749361358,-13.6322314049587,4.21324429604096
826,"Chill",-127,-0.0273374684542557,0.885660205153431,-13.5909090909091,4.09020195908658
827,"Chill",-126,-0.0207716482320007,0.830533828391389,-13.6900826446281,3.80809371747623
828,"Chill",-125,-0.00293333540531359,0.779661040170064,-13.5,3.77497194998062
829,"Chill",-124,0.00634544328362234,0.767254639861041,-13.4256198347107,4.09122588305092
830,"Chill",-123,0.000598993701378787,0.664854641206852,-13.0165289256198,4.43270493353648
831,"Chill",-122,-0.00614336948023882,0.652827924488012,-12.4586776859504,4.56592909382715
901,"Chill",-121,-0.00331812676997274,0.656927674252173,-11.8347107438017,4.5399636256267
902,"Chill",-120,0.00400746418692932,0.70085004908621,-11.2190082644628,4.79961337035428
903,"Chill",-119,0.0118680266853783,0.804204989975533,-10.6446280991736,4.91627496985916
904,"Chill",-118,0.0155721049039541,0.935270648075509,-9.95454545454546,5.14275547584148
905,"Chill",-117,0.0179190865802921,0.997241888027157,-9.66115702479339,5.66518888820075
906,"Chill",-116,0.019587538018705,1.04783689477695,-9.09917355371901,5.91219562429432
907,"Chill",-115,0.0196927271580007,1.06104089824227,-8.20247933884298,6.06423479520623
908,"Chill",-114,0.0200643059881109,1.11176914088207,-7.82644628099174,6.14150687426968
909,"Chill",-113,0.0270010052677999,1.24415862768646,-7.34710743801653,6.03153807417273
910,"Chill",-112,0.0378507492700646,1.38574240147756,-6.90909090909091,6.04268562700203
